zi,data
𦲸,⿱艹雨
𦲸,⿱龷𠕒
𦲹,⿱艹夜
𦲺,⿱艹使
𦲻,⿱艹㸒
𦲼,⿱艹妬
𦲽,⿱艹欣
𦲾,⿱艹法
𦲿,⿱艹𱺵
𦲿,⿱𦭝𪜀
𦳀,⿱艹妹
𦳁,⿱艹秏
𦳂,⿱艹洟
𦳃,⿱艹耶
𦳄,⿱艹便
𦳅,⿱艹𢈔
𦳆,⿱艹兖
𦳆,⿱𦬩兄
𦳇,⿱艹恬
𦳈,⿱艹毗
𦳉,⿱艹陏
𦳊,⿱艹𱕻
𦳋,⿱艹㕟
𦳌,⿱艹急
𦳌,⿱𫇴心
𦳍,⿱艹胍
𦳎,⿱艹䏣
𦳏,⿱艹柤
𦳐,⿱艹柰
𦳐,⿱㭉示
𦳑,⿱艹某
𦳑,⿱苷木
𦳒,⿳艹肀灭
𦳓,⿱艹鳬
𦳔,⿱艹度
𦳕,⿱草廾
𦳕,⿱䒤卉
𦳖,⿺辶苘
𦳗,⿱艹省
𦳗,⿱䒕自
𦳗,⿱䒚目
𦳘,⿱艹查
𦳘,⿱㭉旦
𦳙,⿱艹致
𦳚,⿱艹是
𦳚,⿱䒤𤴓
𦳚,⿱𦬹龰
𦳛,⿱艹軌
𦳜,⿱艹昬
𦳜,⿱苠日
𦳝,⿱艹昜
𦳝,⿱𦬹勿
𦳞,⿱艹拜
𦳟,⿱艹⿰巾羊
𦳠,⿱艹癹
𦳡,⿱艹𤓿
𦳢,⿱艹胃
𦳢,⿱苗⺝
𦳢,⿱苗⺼
𦳣,⿱荀大
𦳤,⿱艹炰
𦳤,⿱苞灬
𦳥,⿱艹眇
𦳦,⿱艹哉
𦳧,⿱艹斿
𦳨,⿱艹⿰女𡯎
𦳩,⿱艹囿
𦳪,⿱艹㢲
𦳫,⿱艹𮂸
𦳬,⿱艹𡇞
𦳭,⿱艹𫐣
𦳮,⿱艹𣐥
𦳮,⿱苜木
𦳯,⿺辶𦬸
𦳰,⿱艹㧁
𦳰,⿸芦去
𦳱,⿱艹𣅼
𦳱,⿱䒤甲
𦳲,⿰莖刂
𦳳,⿱艹𦘔
𦳳,⿹茟彡
𦳴,⿱艹𢍆
𦳵,⿱艹斫
𦳶,⿱艹䖟
𦳶,⿱芒虫
𦳷,⿱艹酋
𦳷,⿱䒔酉
𦳸,⿱艹𪵻
𦳹,⿱艹⿰女尥
𦳹,⿱艹⿰女⿺九勺
𦳺,⿱艹⿺辶犮
𦳻,⿱芏𨙰
𦳼,⿱艹炳
𦳽,⿱䒩允
𦳾,⿱艹䆓
𦳾,⿱茓允
𦳿,⿱艹⿰木矢
𦴀,⿳艹龶目
𦴀,⿳艹𠀆⿱一目
𦴀,⿳𦬒一目
𦴁,⿳艹⿺丄目乂
𦴂,⿻芊𪢴
𦴃,⿱⿻𦬜冖小
𦴄,⿱艹⿴囗⿱八日
𦴅,⿳艹厸⿱八夂
𦴅,⿳艹厸⿱儿夂
𦴆,⿱艹耇
𦴇,⿱艹荣
𦴈,⿱艹若
𦴉,⿱艹⿰牙瓜
𦴊,⿱艹殃
𦴋,⿳𦭝冖又
𦴌,⿱艹㝖
𦴍,⿱艹虵
𦴎,⿱𫇦⿰子殳
𦴏,⿱艹⿰千并
𦴐,⿱龷𦬞
𦴑,⿱艹柑
𦴒,⿱艹亯
𦴓,⿱艹⿸厂⿱八尼
𦴓,⿱艹⿸厂⿱儿尼
𦴔,⿱苂目
𦴕,⿱艹宩
𦴖,⿱艹⿴西口
𦴗,⿱𦭤⺝
𦴗,⿱𦭤月
𦴘,⿱芔刕
𦴙,⿱艹𥝤
𦴚,⿱艹迢
𦴛,⿱艹㢴
𦴜,⿳艹⿻⿴口〢一心
𦴝,⿱艹⿰氵⿻甲一
𦴞,⿱艹⿻㇂⿱臼丿
𦴞,⿱艹𦥙
𦴟,⿱艹⿰𣧄刂
𦴠,⿱艹⿴囗䏌
𦴡,⿱艹柭
𦴢,⿱艹泚
𦴣,⿱艹㛄
𦴤,⿱艹映
𦴥,⿱艹洵
𦴦,⿱艹客
𦴧,⿱艹飛
𦴨,⿱艹侰
𦴨,⿸𦭽口
𦴩,⿱艹信
𦴪,⿱艹⿰方尼
𦴫,⿱艹⿰㠯帀
𦴬,⿱艹芔
𦴬,⿱𦬏艸
𦴭,⿱艹狠
𦴮,⿱范廾
𦴯,⿱茓友
𦴰,⿱苕廾
𦴰,⿱芀𠮽
𦴱,⿱艹⿸
𦴱,乛丿
𦴱,⿰亻⿱丶
𦴱,𠃍一丨乙
𦴱,⿱艹⿸厂⿰亻⿱丶
𦴱,𠃍一丨乙
𦴲,⿳艹⿰丨目夂
𦴳,⿱苟廾
𦴴,⿱艹洝
𦴵,⿱艹⿰氵丢
𦴶,⿰氵茶
𦴷,⿱艹㳝
𦴸,⿱艹洆
𦴹,⿵𦮠𣥂
𦴺,⿱艹奏
𦴻,⿱艹凾
𦴼,⿳艹𡗗水
𦴽,⿱艹拴
𦴾,⿱荔亐
𦴿,⿱艹玲
𦵀,⿱艹面
𦵀,⿱𦫺回
𦵁,⿱艹郁
𦵂,⿱艹柳
𦵃,⿳艹⿰工人心
𦵄,⿱艹貞
𦵅,⿱艹𥄧
𦵅,⿱苜灬
𦵆,⿱䒤田
𦵇,⿱艹𭜪
𦵈,⿱艹虳
𦵉,⿱艹疌
𦵊,⿱艹𧴦
𦵋,⿱艹⿰亻串
𦵌,⿱艹⿲彳几攵
𦵍,⿱艹⿰⿷⿻𠂆一二攵
𦵎,⿱艹姳
𦵏,⿳艹死大
𦵏,⿳龷𡖅大
𦵐,⿱艹𱼭
𦵐,⿱𦭻土
𦵑,⿱艹𥩞
𦵒,⿱艹秌
𦵓,⿱艹耑
𦵓,⿱𬜡而
𦵔,⿱艹爼
𦵕,⿱艹恆
𦵖,⿱艹𣃥
𦵗,⿱艹計
𦵘,⿱艹耍
𦵘,⿱荋女
𦵙,⿱艹洳
𦵚,⿱艹怒
𦵚,⿱𦬻心
𦵛,⿱艹⿰手出
𦵜,⿱艹洒
𦵝,⿱苳廾
𦵞,⿱艹祍
𦵟,⿱艹邿
𦵠,⿱艹係
𦵡,⿱艹宫
𦵢,⿱艹娠
𦵣,⿱艹圂
𦵤,⿳艹宀㝴
𦵤,⿳艹丶冠
𦵥,⿱艹叞
𦵦,⿱艹俶
𦵧,⿱艹狼
𦵨,⿱艹𣁋
𦵩,⿱艹酒
𦵪,⿱艹𭣯
𦵫,⿱艹索
𦵬,⿱艹祚
𦵭,⿱艹挼
𦵮,⿱艹𬯁
𦵯,⿱艹害
𦵰,⿱𦬕𰢴
𦵱,⿱艹屑
𦵲,⿱菷又
𦵳,⿹𬜠幸
𦵴,⿱艹桀
𦵴,⿱荈木
𦵵,⿱艹𠧴
𦵶,⿱艹𣑦
𦵶,⿱茿木
𦵷,⿱艹冓
𦵸,⿱艹耿
𦵹,⿱艹剡
𦵺,⿱艹眔
𦵺,⿱𦭝氺
𦵻,⿱艹晋
𦵻,⿱𱽛日
𦵼,⿱艹郡
𦵽,⿱艹晃
𦵽,⿱䒤光
𦵾,⿱艹脊
𦵿,⿱艹剖
𦶀,⿱艹烏
𦶁,⿱艹⿰弓邑
𦶂,⿱艹挹
𦶃,⿳艹甶比
𦶃,⿳艹丿毘
𦶄,⿱艹涅
𦶅,⿱艹迺
𦶆,⿱艹紐
𦶇,⿱艹毦
𦶈,⿱艹耼
𦶉,⿱艹疵
𦶊,⿱艹涄
𦶋,⿱艹扇
𦶋,⿸芦羽
𦶌,⿱艹凋
𦶍,⿱艹⿰立瓜
𦶎,⿱艹⿻丨⿱从丛
𦶏,⿱艹陮
𦶐,⿱艹恐
𦶐,⿱茿心
𦶑,⿱艹𦐇
𦶑,⿱䒤羽
𦶒,⿱艹𣵣
𦶓,⿱艹栱
𦶔,⿱艹眗
𦶕,⿱艹書
𦶕,⿱茟日
𦶖,⿱艹㕖
𦶗,⿱艹⿰幸人
𦶘,⿳艹龹斤
𦶙,⿱艹桓
𦶚,⿱艹粉
𦶛,⿳艸日艸
𦶜,⿱艹洍
𦶝,⿱艹乘
𦶝,⿻䓙人
𦶞,⿱艹⿰女𥤦
𦶟,⿱艹热
𦶟,⿱𱽜灬
𦶠,⿱艹根
𦶡,⿱艹浩
𦶢,⿱艹航
𦶣,⿱艹烈
𦶣,⿱茢灬
𦶤,⿱艹院
𦶥,⿱艹娥
𦶦,⿱艹娜
𦶧,⿱艹𫋴
𦶧,⿱𦬩衣
𦶨,⿳茓人夊
𦶩,⿱艹益
𦶪,⿱茸廾
𦶫,⿱𰰜䒩
𦶫,⿳𰰜龷木
𦶬,⿱艹陖
𦶭,⿱荔廾
𦶮,⿱艹耘
𦶯,⿱䒸廾
𦶰,⿱艹𣬈
𦶱,⿱艹⿸疒失
𦶲,⿱艹⿺完女
𦶳,⿱艹宴
𦶴,⿳艹宀見
𦶴,⿳艹𡧟儿
𦶵,⿱艹⿰氵𰍪
𦶶,⿱艹𱦝
𦶷,⿱艹⿰氵⿶凵氶
𦶸,⿱艹拳
𦶹,⿱艹⿸广⿱龷口
𦶺,⿳艹宀旲
𦶺,⿳艹丶𠖇
𦶻,⿱艹盏
𦶼,⿱艹涉
𦶽,⿱艹⿰阝系
𦶾,⿱艹班
𦶿,⿱艹桑
𦶿,⿱𦫿𭩞
𦷀,⿱艹⿰扌釆
𦷁,⿱艹匪
𦷂,⿱艹耕
𦷃,⿱艹⿰𬺻生
𦷄,⿱艹娘
𦷅,⿱芘全
𦷆,⿳艹𤆗弓
𦷆,⿳𦬅灬弓
𦷇,⿱𮏊彡
𦷈,⿱艹狹
𦷉,⿱艹倫
𦷊,⿱艹𭮫
𦷋,⿱艹𢙅
𦷋,⿱荅心
𦷋,⿱𦫸𭜓
𦷌,⿱花合
𦷍,⿱艹秩
𦷎,⿱𬜩木
𦷎,⿱𦫸杲
𦷏,⿱艹⿰禾立
𦷐,⿱茐皿
𦷑,⿱艹⿰禾⿱丿丰
𦷒,⿱艹豹
𦷓,⿱䓀灬
𦷔,⿱艹𪠋
𦷕,⿱艹𠧸
𦷖,⿰草厄
𦷗,⿱𦬅里
𦷘,⿱艹⿰𬼉氏
𦷙,⿱艹秥
𦷚,⿱𦭻心
𦷛,⿱艹倗
𦷜,⿱艹夏
𦷜,⿱𦫺𡕥
𦷝,⿱艹𠣧
𦷞,⿱艹𰗣
𦷞,⿻萃人
𦷟,⿱艹消
𦷠,⿱艹⿰⿴己工爻
𦷡,⿱艹𤼩
𦷢,⿱艹𢙣
𦷣,⿳䒤丶⿱⿴
𦷣,丨𠃍一一
𦷣,一亅
𦷤,⿱莫山
𦷤,⿱䒤㞭
𦷥,⿱艹敉
𦷦,⿳艹癶石
𦷧,⿱艹恭
𦷧,⿱𦮎㣺
𦷨,⿰茶支
𦷩,⿱艹砭
𦷪,⿱艹浽
𦷫,⿱艹海
𦷬,⿱艹秘
𦷭,⿱艹桧
𦷮,⿱艹悟
𦷯,⿱艹埋
𦷰,⿱艹浮
𦷱,⿱艹歬
𦷱,⿱芷舟
𦷲,⿳艹爫糸
𦷳,⿱艹𧯜
𦷴,⿱艹送
𦷵,⿱艹⿰女助
𦷶,⿱𦬦艸
𦷷,⿱艹𨒨
𦷸,⿱茹水
𦷹,⿱𦭝⿹𠃌日
𦷺,⿱艹紝
𦷻,⿰⿱艸⿰川川攴
𦷻,⿰⿱艸⿰忄忄攴
𦷻,⿰⿱艸⿰川𫶧攴
𦷼,⿱荅升
𦷽,⿱艹郚
𦷾,⿱艹帶
𦷿,⿱艹逌
𦸀,⿱艹基
𦸀,⿱萁土
𦸁,⿱艹淡
𦸂,⿱艹深
𦸃,⿱艹堅
𦸃,⿱菣土
𦸄,⿱艹偷
𦸅,⿱艹宼
𦸆,⿱艹㠱
𦸆,⿱𦬊其
𦸆,⿱芑其
𦸇,⿱艹術
𦸈,⿱艹𦧔
𦸉,⿱艹𤫶
𦸊,⿱艹䙴
𦸋,⿱艹晘
𦸌,⿱艹脘
𦸍,⿱艹脱
𦸎,⿱艹畤
𦸏,⿱艹崔
𦸏,⿱𬜡隹
𦸐,⿱艹陸
𦸑,⿳𦭝冖戈
𦸒,⿱艹猗
𦸓,⿱艹桼
𦸓,⿱㭉𱥯
𦸔,⿱艹彫
𦸕,⿱艹副
𦸖,⿱艹⿰糸㘝
𦸗,⿱艹戚
𦸗,⿵茂尗
𦸘,⿱艹戛
𦸙,⿱艹郵
𦸚,⿱艹習
𦸚,⿱𦭳白
𦸛,⿱艹巢
𦸜,⿳艹𠀐回
𦸜,⿳𦬕一回
𦸝,⿱艹悉
𦸞,⿱艹𮔀
𦸞,⿱苾虫
𦸟,⿳艹⿰歺㔾开
𦸠,⿱艹⿴囗炎
𦸡,⿱艹覓
𦸢,⿱艹屚
𦸣,⿱艹庳
𦸤,⿱艹㝡
𦸥,⿱𦫸𭥫
𦸦,⿱艹㪍
𦸧,⿳共只土
𦸧,⿳龷㕣𡉀
𦸧,⿳共口𡉀
𦸨,⿱共⿻工𠮡
𦸩,⿱䒤⿻丨⿱⿻凵二一
𦸪,⿱艹渄
𦸫,⿱艹晜
𦸫,⿱䒤弟
𦸬,⿳芚旦八
𦸬,⿳芚且八
𦸬,⿳萅一八
𦸭,⿱艹𠵥
𦸭,⿱𮏓口
𦸭,⿱𫇩吾
𦸮,⿱艹减
𦸯,⿱艹𣓀
𦸯,⿱莘木
𦸰,⿱艹産
𦸰,⿸𱽤生
𦸰,⿱芠𰆘
𦸱,⿱艹婦
𦸲,⿱艹偶
𦸳,⿱艹𫸚
𦸳,⿱莀廾
𦸴,⿱艹戜
𦸴,⿹𦱂土
𦸴,⿹𦬗呈
𦸵,⿱艹䖏
𦸶,⿱出草
𦸷,⿱艹⿰糸瓜
𦸸,⿱艹⿰禾⿱人木
𦸹,⿱艹⿲屮⿹弓冫屮
𦸹,⿱艹⿲屮⿹弓𰀪屮
𦸺,⿱艹㭰
𦸺,⿱茈朿
𦸻,⿱𰰜⿸厂言
𦸼,⿱艹⿰氵𠫭
𦸽,⿱艹黑
𦸾,⿱艹張
𦸿,⿱艹⿰田此
𦹀,⿱艹細
𦹁,⿳𰰜龷木
𦹂,⿱艹𪲖
𦹃,⿱艹涪
𦹄,⿱艹紹
𦹅,⿱艹婉
𦹆,⿳艹⿻
𦹆,丅口⿱丷𡉀
𦹇,⿱艹𫐩
𦹈,⿱莎廾
𦹉,⿱𦯆廾
𦹊,⿱䓊廾
𦹊,⿱𫇩𠮽
𦹋,⿱𦭝伐
𦹋,⿱卝𭾬
𦹌,⿱𦭤虫
𦹍,⿱荼廾
𦹎,⿱艹窓
𦹎,⿱茓𱝼
𦹏,⿱艹淮
𦹐,⿱艹郭
𦹑,⿱艹望
𦹒,⿱𦬵呈
𦹓,⿳艹肀𱰥
𦹔,⿱艹欵
𦹕,⿱艹𤲅
𦹕,⿱𦮎电
𦹖,⿳艹⿰巳又糸
𦹗,⿱艹⿰⿱一
𦹘,⿳艹耂貝
𦹘,⿳𰰜𠂇貝
𦹙,⿳艹玨⺕
𦹚,⿱艹⿻丨⿵冂㸚
𦹛,⿱艹𠵛
𦹛,⿱䓵丂
𦹛,⿱𦬅㕺
𦹜,⿱艹假
𦹝,⿱艹動
𦹞,⿱艹𰨥
𦹟,⿱艹⿰彳𥾊
𦹠,⿱艹⿰歹呈
𦹡,⿱艹殍
𦹢,⿱艹⿺辶皁
𦹣,⿱艹𠣯
𦹣,⿹𬜠苗
𦹤,⿱艹猜
𦹥,⿱艹⿰阝長
𦹦,⿳艹宀金
𦹧,⿱艹𭾁
𦹧,⿱茛皿
𦹨,⿳艹⿰𠂈火𱎛
𦹩,⿱艹朙
𦹪,⿱莫火
𦹪,⿱䒤𤆍
𦹫,⿱艹㹿
𦹬,⿻𦫸⿱从丛
𦹭,⿱艹⿸𭤨瓜
𦹮,⿱艹彩
𦹯,⿰古草
𦹰,⿱艹𡕩
𦹱,⿱艹𧵆
𦹲,⿱艹混
𦹳,⿱艹貪
𦹳,⿱芩貝
𦹴,⿱艹⿰糸乏
𦹵,⿰草古
𦹶,⿱艹梖
𦹷,⿱艹培
𦹸,⿰草田
𦹹,⿱艹涯
𦹺,⿱艹𧴻
𦹺,⿱芠貝
𦹻,⿱艹淫
𦹼,⿱艸徙
𦹽,⿱艹𭚽
𦹾,⿱艹毫
𦹿,⿱艹⿰亻⿳厸八夂
𦹿,⿱艹⿰亻⿳厸儿夊
𦺀,⿱艹⿰木⿱𠫔夫
𦺁,⿱艹㳿
𦺂,⿱艸⿰白⿹⿺㇉一灬
𦺃,⿳艹⺊⿱𠔿⿵冂厶
𦺄,⿱艹卿
𦺅,⿳艹亠⿱⿲刀丫𱍸⿲丿⿱丛韭丨
𦺆,⿱艹皐
𦺆,⿱𦤅𠦂
𦺇,⿱艹⿰氵毒
𦺈,⿱艹巽
𦺉,⿱艹傅
𦺊,⿱艹睆
𦺋,⿱艹㛮
𦺌,⿱艹𣸈
𦺌,⿱艹⿰氵⿳穴人夂
𦺍,⿱艹湔
𦺎,⿱艹䏽
𦺏,⿰草交
𦺐,⿱艹殘
𦺑,⿱艹𰚢
𦺒,⿱艹婺
𦺒,⿱䓮女
𦺓,⿱艹朝
𦺔,⿱艹殽
𦺕,⿱艹揆
𦺖,⿱艹矞
𦺖,⿱茅冏
𦺗,⿱艹舒
𦺘,⿱艹減
𦺙,⿱艹犂
𦺙,⿱菞牛
𦺚,⿱艹𠷎
𦺛,⿱艹猭
𦺜,⿱艹勞
𦺝,⿱艹寍
𦺞,⿱艹訶
𦺟,⿱艹壺
𦺠,⿱艹觚
𦺡,⿱艹掌
𦺡,⿱𦰱手
𦺢,⿱艹結
𦺣,⿱艹項
𦺤,⿱艹揉
𦺤,⿱艹楺
𦺥,⿱艹都
𦺦,⿱艹寒
𦺧,⿱艹割
𦺨,⿱艹象
𦺩,⿱艹㦸
𦺪,⿱艹稌
𦺫,⿱艹硠
𦺬,⿱艹幾
𦺭,⿱艹㑴
𦺮,⿱艹庾
𦺯,⿱艹𤗊
𦺰,⿱艹絛
𦺰,⿸莜糸
𦺱,⿱艹貲
𦺱,⿱茈貝
𦺲,⿱艹𧵍
𦺲,⿱苑貝
𦺳,⿱艹𠶷
𦺴,⿱艹集
𦺴,⿱萑木
𦺵,⿱艹棸
𦺵,⿱菆木
𦺶,⿱艹㓹
𦺷,⿱艹兟
𦺸,⿱艹粦
𦺸,⿱𱽥舛
𦺹,⿱艹聊
𦺺,⿱艹煢
𦺺,⿱𦲌冗
𦺻,⿱艹散
𦺼,⿱艹隌
𦺽,⿱艹晻
𦺾,⿱艹渜
𦺿,⿱艹戠
𦻀,⿱艹徥
𦻁,⿱艹欿
𦻂,⿱艹湌
𦻃,⿱苁隹
𦻄,⿱艹𣸁
𦻅,⿱艹䨿
𦻅,⿱龷𩇩
𦻅,⿱𦬞非
𦻆,⿱艹棊
𦻆,⿱萁木
𦻇,⿱芔思
𦻇,⿱屮𢠞
𦻈,⿱艹⿰氵⿱甫又
𦻉,⿱艹⿰舟𠬩
𦻊,⿱艹棋
𦻋,⿳艹丅⿳口丨吊
𦻌,⿱艹盙
𦻌,⿱莆皿
𦻍,⿳共⿻申亼一
𦻍,⿳艹⿻
𦻍,𡭕日𡉀
𦻎,⿱艹稀
𦻏,⿳艹⿻丄𠈌丂
𦻐,⿱艹焯
𦻑,⿱艹詠
𦻒,⿱莫玉
𦻒,⿱䒤𡘇
𦻓,⿱艹程
𦻔,⿱艹斐
𦻔,⿱菲文
𦻕,⿱艹隐
𦻖,⿱艹絢
𦻗,⿱艹進
𦻘,⿱艹替
𦻙,⿱艹聑
𦻚,⿱艹⿰子耶
𦻛,⿱艹𤉋
𦻜,⿱艹渫
𦻝,⿱艹戟
𦻞,⿳艹⺊⿳冖必大
𦻟,⿱菬廾
𦻠,⿱堇廾
𦻡,⿱菆廾
𦻢,⿱菿廾
𦻣,⿱萊廾
𦻤,⿳艹⿰凶凶日
𦻥,⿱艹𫸝
𦻥,⿱菲廾
𦻦,⿱萄廾
𦻧,⿱萑廾
𦻨,⿱𦱄廾
𦻩,⿱𫇦蚤
𦻪,⿱葦廾
𦻫,⿳艹亠⿱卝衣
𦻬,⿱艹𣄃
𦻭,⿱艹㴠
𦻮,⿰芳虎
𦻯,⿱芒⿰肗几
𦻰,⿱艹⿰歹非
𦻱,⿱艹雯
𦻱,⿱𦲸文
𦻲,⿱艹揾
𦻳,⿱艹朁
𦻴,⿱艹捷
𦻵,⿱艹勤
𦻶,⿱艹閗
𦻶,⿵菛斗
𦻷,⿱艹⿻丨⿵冂⿰幺虫
𦻸,⿳艹𠱠夕
𦻹,⿱艹𰞴
𦻹,⿱菲灬
𦻺,⿱艹閏
𦻺,⿵菛王
𦻺,⿵𫉑一
𦻻,⿱艹凱
𦻼,⿱𦭝辰
𦻽,⿱艹𣔂
𦻾,⿳艹⿰㡀又巾
𦻿,⿱艹⿰豸田
𦼀,⿱艹⿰釆包
𦼁,⿱艹⿰禾⿱⺈田
𦼂,⿱艹𫤪
𦼃,⿱艹創
𦼄,⿱艹𣁽
𦼅,⿱艹鄊
𦼆,⿱艹𬍞
𦼇,⿱艹惡
𦼇,⿱𦲕心
𦼈,⿱艹焣
𦼈,⿱菆灬
𦼉,⿱艹萑
𦼊,⿱艹棱
𦼋,⿱艹椂
𦼌,⿰千萬
𦼍,⿱艹皖
𦼎,⿱艹⿰舟舟
𦼏,⿱艹曾
𦼐,⿱艹焱
𦼐,⿱苂炏
𦼑,⿱茓伯
𦼒,⿱艹叅
𦼓,⿱艹琰
𦼔,⿱艹尞
𦼕,⿱艹棠
𦼕,⿱𦰱木
𦼖,⿱𫇦秝
𦼗,⿱艹犀
𦼘,⿱艹⿸屁⿻工丷
𦼙,⿱艹媞
𦼚,⿱艹森
𦼚,⿱㭉林
𦼛,⿱艹趁
𦼜,⿱艹趂
𦼝,⿱艹惱
𦼞,⿱艹畬
𦼞,⿱荼田
𦼟,⿱艹統
𦼠,⿱艹開
𦼠,⿵菛开
𦼡,⿱艹⿰⿱幺巾𢁙
𦼢,⿱艹𣂫
𦼣,⿳艹⺊⿱⿵冂必大
𦼤,⿱𦭤⿲𠄌⺀⿲𠄌⺀㇂
𦼥,⿱艹渚
𦼦,⿱艹盛
𦼦,⿱荿皿
𦼧,⿱𦵮乂
𦼨,⿰𫇰具
𦼩,⿱艹䪞
𦼩,⿱𦻅一
𦼩,⿱𦬞韭
𦼩,⿱芺韭
𦼪,⿱艹楙
𦼫,⿱艹豦
𦼬,⿱菹皿
𦼭,⿱艹榑
𦼮,⿱艹幹
𦼯,⿱艹遂
𦼰,⿱艹楬
𦼱,⿱艹雋
𦼱,⿱萑
𦼱,丨㇅丨𠃌
𦼲,⿱艹當
𦼲,⿱𦰱田
𦼳,⿱艹腸
𦼴,⿱艹楊
𦼵,⿱艹毼
𦼶,⿱艹䐑
𦼷,⿱艹𣪠
𦼸,⿱艹搞
𦼹,⿱艹稟
𦼹,⿱𱽲禾
𦼺,⿱艹𢧜
𦼺,⿹𦳦王
𦼺,⿹𦳦𡈼
𦼻,⿱艹溦
𦼼,⿱艹𩵎
𦼽,⿱艹⿰韋支
𦼾,⿱艹㨨
𦼿,⿱艹頓
𦽀,⿱艹𩑤
𦽁,⿱艹經
𦽂,⿱艹稑
𦽃,⿱艹牑
𦽄,⿱艹殿
𦽅,⿱艹閜
𦽅,⿵菛可
𦽆,⿱𦵮子
𦽇,⿱艹腱
𦽈,⿱艹猷
𦽉,⿱艹睒
𦽊,⿱艹嗣
𦽋,⿱艹鉤
𦽌,⿱艹𤗚
𦽍,⿱艹𣇓
𦽍,⿱艹⿶⿰⿹𠃑丆⿸
𦽍,丨一丨
𦽍,乁日
𦽎,⿱艹禄
𦽏,⿱艹鳧
𦽏,⿱蔦几
𦽐,⿱艹毁
𦽑,⿱艹稕
𦽒,⿱艹賊
𦽓,⿱艹煢
𦽔,⿱艹禁
𦽔,⿱菻示
𦽕,⿱艹⿲犭臣犬
𦽖,⿱艹𥇘
𦽗,⿱艹⿰⿻⺌⿵冂⿰冫𡿨攵
𦽘,⿱艹𥁼
𦽘,⿱䓜皿
𦽙,⿱艹𨕖
𦽙,⿺辶𦳪
𦽚,⿳艹⿰阝妾女
𦽛,⿳艹宀𧘣
𦽜,⿱艹窞
𦽜,⿱茓臽
𦽝,⿱艹傫
𦽞,⿱艹⿰韋元
𦽟,⿱艹遍
𦽠,⿱艹敖
𦽡,⿱艹𠅸
𦽢,⿱𰰜𭁼
𦽣,⿱艸歀
𦽤,⿱艹𮘌
𦽥,⿱艹搸
𦽦,⿱艹㬅
𦽦,⿱䒤𬙙
𦽧,⿱艹䅎
𦽨,⿱艹較
𦽩,⿱艹楺
𦽪,⿱艹⿰斤畐
𦽫,⿱艹感
𦽫,⿱葴心
𦽫,⿵葴心
𦽫,⿵茂𭜓
𦽫,⿵𦮠𢗀
𦽬,⿳艹癶⿰𡕒𡕒
𦽬,⿳艹癶⿰㐄㐄
𦽭,⿱茤臼
𦽭,⿱芕𦥜
𦽮,⿱艹媻
𦽮,⿱蒰女
𦽯,⿱艹極
𦽰,⿰茅争
𦽱,⿳艸⿰⿱丿口卩⿱一艸
𦽲,⿱艹裘
𦽲,⿱莍衣
𦽳,⿱艹愚
𦽳,⿱萬心
𦽴,⿱艹靖
𦽵,⿱艹⿰阝⿱辛女
𦽶,⿱艹椰
𦽷,⿱葏廾
𦽸,⿱葭廾
𦽹,⿱萺廾
𦽺,⿱艹⿰咢攵
𦽻,⿱葆廾
𦽼,⿱艹溧
𦽽,⿱艹𡙢
𦽽,⿱𦶚大
𦽾,⿱艹溜
𦽿,⿱艹賈
𦾀,⿱艹𠣻
𦾁,⿳艹𡗗𤽄
𦾂,⿳艹珍心
𦾃,⿱艹搕
𦾄,⿱艹⿰束安
𦾅,⿳艹㓞𱥯
𦾆,⿱䓵云
𦾇,⿱英妹
𦾈,⿱艹喿
𦾈,⿱䓵木
𦾈,⿱𦬅𭩸
𦾉,⿱𫇦鳥
𦾊,⿱䓵方
𦾋,⿳𦭝冖舛
𦾌,⿱艹蜂
𦾍,⿳艹⿰𱼀又𣌢
𦾎,⿱艹䅗
𦾏,⿰華甲
𦾐,⿱𦱽皿
𦾑,⿱艹剽
𦾒,⿳𦭝一我
𦾓,⿱艹𠌶
𦾔,⿱萑旧
𦾕,⿱艹腷
𦾖,⿱艹𮔉
𦾗,⿱⿻𦫸⿳⺕一丷皿
𦾘,⿱艹⿰女𡨝
𦾙,⿱艹𢱭
𦾚,⿱艹虞
𦾛,⿱艹暐
𦾜,⿱艹貇
𦾝,⿱蒼山
𦾞,⿱艹盝
𦾞,⿱菉皿
𦾟,⿱艹盞
𦾟,⿱菚皿
𦾟,⿱𦬗𪭌
𦾠,⿰草佘
𦾡,⿱艹媺
𦾢,⿱艹椹
𦾣,⿱艹搉
𦾤,⿱艹愈
𦾤,⿱萮心
𦾥,⿱艹暈
𦾥,⿱䒤軍
𦾦,⿱艹𡠋
𦾦,⿱蒒女
𦾧,⿱艹暑
𦾧,⿱䒤者
𦾨,⿱𦵮女
𦾩,⿱艹䧟
𦾪,⿳艹⿰止𣅗夊
𦾫,⿱艹穀
𦾬,⿱艹摺
𦾭,⿱艹牓
𦾮,⿱艹榦
𦾯,⿱艹緑
𦾰,⿱艹𢊸
𦾱,⿱艹摷
𦾲,⿱艹兾
𦾳,⿱艹㼲
𦾴,⿱艹緐
𦾵,⿱艹榮
𦾵,⿱𦲌𣎾
𦾶,⿱艹漸
𦾷,⿱艹漻
𦾸,⿱艹端
𦾹,⿱艹酸
𦾺,⿱艹銚
𦾻,⿱艹㥯
𦾼,⿱艹遘
𦾽,⿱艹遝
𦾾,⿱艹遙
