zi,data
𦾿,⿱艹精
𦿀,⿱艹𮃔
𦿁,⿱艹稫
𦿂,⿱艹鳶
𦿂,⿱芅鳥
𦿃,⿱艹𨲆
𦿄,⿱艹暢
𦿅,⿱艹凴
𦿆,⿱艹碭
𦿇,⿱艹𫑨
𦿈,⿱艹𠎤
𦿉,⿱莫良
𦿉,⿱䒤𡘳
𦿊,⿱艹𧇄
𦿋,⿱艹朅
𦿌,⿱艹㬎
𦿌,⿱䒤𢇁
𦿍,⿱艹僕
𦿎,⿱艹⿰祟攵
𦿏,⿱艹夢
𦿐,⿱艹𢧵
𦿐,⿱艹⿰⿱⿰丿丨隹戈
𦿑,⿳艸昍艸
𦿒,⿱艹榛
𦿓,⿱艹毄
𦿔,⿱艹弊
𦿔,⿱蔽廾
𦿕,⿱蓷木
𦿖,⿱艹塶
𦿗,⿱艹𰚫
𦿗,⿱蒿毛
𦿘,⿱葅皿
𦿙,⿱蓖夬
𦿚,⿱艹遝
𦿛,⿳𦭝冖伯
𦿜,⿱艹賓
𦿝,⿱艹幣
𦿝,⿱蔽巾
𦿞,⿱艹漗
𦿟,⿱艹綺
𦿠,⿱蒮廾
𦿡,⿱艹暌
𦿢,⿱蒙廾
𦿣,⿱蒿廾
𦿤,⿱蓄廾
𦿤,⿱𦬾畀
𦿥,⿱𦵵廾
𦿦,⿳艹𠔿剡
𦿧,⿱芷𫀄
𦿨,⿱艹䅔
𦿩,⿱蓸廾
𦿪,⿱蓬廾
𦿫,⿱艹⿰言⿱大日
𦿬,⿱艹𩾦
𦿭,⿱艹滿
𦿮,⿱艹𬎼
𦿯,⿱艹⿰益⿹勹乂
𦿰,⿱艹瑪
𦿱,⿵茂韭
𦿲,⿱艹𩾪
𦿲,⿱芖鳥
𦿳,⿱艹𫮛
𦿳,⿱蓺土
𦿴,⿱⿻英丷𣌢
𦿵,⿳艹⿴北白文
𦿶,⿱艹彅
𦿷,⿱艹⿰犭亀
𦿸,⿱艹蜑
𦿸,⿱莚虫
𦿹,⿱𠻚水
𦿹,⿱莫𭯶
𦿺,⿱艹䊍
𦿺,⿱菞米
𦿻,⿱艹銓
𦿼,⿹𬜠歮
𦿽,⿱艹䅡
𦿾,⿱艹黎
𦿾,⿱莉𱥯
𦿿,⿱艹緌
𧀀,⿱艹獄
𧀁,⿱艹𥠁
𧀂,⿳艹爫祘
𧀃,⿱艹𣘐
𧀄,⿱艹畼
𧀅,⿱艹⿹𫻬禾
𧀅,⿱𦭝⿹戈禾
𧀆,⿳𦭝冖豆
𧀇,⿱艹⿴囗細
𧀈,⿳艹⿰⿶凵
𧀈,𠃋丶
𧀈,⿶凵
𧀈,𠃋丶
𧀉,⿱艹𰝂
𧀊,⿱艹綵
𧀋,⿱艹麽
𧀋,⿸蔴么
𧀌,⿱艹漱
𧀍,⿱艸⿴⿶凹王⿱⿰一一小
𧀍,⿱艸⿴⿶凹王⿱⿰一一八
𧀎,⿱艹膏
𧀎,⿱蒿⺝
𧀏,⿱艹銃
𧀐,⿱艹瑰
𧀑,⿱艹種
𧀒,⿱艹嫩
𧀓,⿱艹屢
𧀔,⿱艹𧳑
𧀕,⿱艹⿰阝⿺辶辛
𧀖,⿱艹䅠
𧀗,⿱艹䎩
𧀘,⿱艹㥽
𧀙,⿱艹㷦
𧀙,⿱𦵸灬
𧀚,⿱艹⿰𰨤火
𧀛,⿱艹熊
𧀛,⿱𮐝灬
𧀜,⿱艹熖
𧀝,⿱艹滌
𧀞,⿰菓吏
𧀟,⿰苔盈
𧀠,⿱艹緹
𧀡,⿱艹潐
𧀢,⿱艹蹀
𧀣,⿱艹誰
𧀤,⿱艹齒
𧀤,⿱芷𠚕
𧀥,⿱艹憂
𧀥,⿱鿓𢖻
𧀦,⿱艹魯
𧀦,⿱䔡日
𧀧,⿳𦭝冖夌
𧀨,⿱艹巤
𧀩,⿱艹賜
𧀪,⿱艹潦
𧀫,⿱艹殤
𧀬,⿱艹膝
𧀭,⿱艹樊
𧀮,⿱艹敷
𧀯,⿱艹審
𧀰,⿱艹蹄
𧀱,⿱艹慸
𧀱,⿱蔕心
𧀲,⿱艹閲
𧀲,⿵菛兑
𧀳,⿱艹⿰镸⿻肀⿰𰀪⺀
𧀴,⿱艹膚
𧀵,⿱艹槧
𧀵,⿱蔪木
𧀶,⿳艹士⿳冖田⿱厶龰
𧀷,⿱艹𢒫
𧀸,⿱艹㒒
𧀹,⿱艹遮
𧀺,⿱艹頡
𧀻,⿱艹儋
𧀼,⿱艹辥
𧀽,⿱蒩皿
𧀾,⿱𦲸弟
𧀿,⿱艹鄭
𧁀,⿱艹𠏉
𧁁,⿱艹𱔞
𧁂,⿱艹隧
𧁃,⿱艹稸
𧁄,⿱艹⿰氵𠝣
𧁅,⿳艹⿰乃正金
𧁅,⿳艹⿰乃𠂛金
𧁆,⿱艹⿰汖金
𧁇,⿳屮⿰屮艸⿱一⿲𠂈屮又
𧁈,⿱艹槷
𧁈,⿱蓺木
𧁉,⿱艹⿰旉巴
𧁊,⿳艹眼心
𧁋,⿱艹慜
𧁋,⿱𱾗心
𧁌,⿳𦭝冖𠈇
𧁍,⿱艹輙
𧁎,⿳䒤冖政
𧁏,⿱艹疐
𧁐,⿱艹實
𧁑,⿱艹㵕
𧁒,⿱艹樣
𧁓,⿱艹儂
𧁔,⿱艹𥂈
𧁔,⿱蒲皿
𧁕,⿱蓱廾
𧁖,⿱艹𤲸
𧁖,⿱𬝘田
𧁗,⿱蔥廾
𧁘,⿱艹㜦
𧁙,⿱艹養
𧁚,⿱蕊土
𧁛,⿱艹𣾎
𧁜,⿱艹慧
𧁜,⿱蔧心
𧁝,⿳龷非回
𧁞,⿱䒬祘
𧁟,⿱艹鞍
𧁠,⿱艹⿲阝⿱⺈旲亍
𧁡,⿰⿱共⿵冂小甫
𧁢,⿱艹𭧘
𧁣,⿳𦭝冖果
𧁤,⿱𦭜𫪉
𧁥,⿱艹⿻丨⿵冂絲
𧁦,⿱艹罵
𧁦,⿱𦭝馬
𧁧,⿱艹⿵冂⿻丨𫊺
𧁨,⿱艹𮃣
𧁩,⿱艹𥡂
𧁪,⿱艹𧡖
𧁫,⿱艹僺
𧁬,⿱艹衝
𧁭,⿱艹緝
𧁮,⿱艹衛
𧁯,⿱艹𦂱
𧁰,⿱艹𢿌
𧁱,⿱艹敵
𧁲,⿱艹斳
𧁳,⿱莆肥
𧁴,⿱艹劍
𧁵,⿱艹撫
𧁶,⿱艹𠪨
𧁶,⿱艹廛
𧁷,⿰苦庫
𧁸,⿳艹⿵𠁡一⿱一𱚉
𧁸,⿳艹彑𱚉
𧁹,⿰庫苦
𧁺,⿱艹緘
𧁻,⿳艹㱕廾
𧁼,⿱艹隨
𧁽,⿱艹遴
𧁾,⿱艹𤬏
𧁿,⿱艹獨
𧂀,⿱艹䫉
𧂁,⿱艹戰
𧂂,⿱艹錢
𧂃,⿱艹頷
𧂄,⿱艹閻
𧂄,⿵菛臽
𧂅,⿱艹穇
𧂆,⿱艹劒
𧂇,⿱艹⿰爻尋
𧂈,⿱艹操
𧂉,⿱艹皤
𧂊,⿱艹韰
𧂋,⿱艹憑
𧂌,⿱艹䑞
𧂍,⿱艹選
𧂎,⿱艹𩫓
𧂎,⿱蒿死
𧂏,⿱艹遼
𧂐,⿱艹積
𧂑,⿱艹𫸠
𧂑,⿱薦廾
𧂒,⿱艹燋
𧂓,⿰⿳日⿰彡彡巾芅
𧂔,⿱艹縠
𧂕,⿱艹𬴖
𧂕,⿱蒿老
𧂖,⿱艹𨨖
𧂗,⿱艹⿰仌尋
𧂘,⿱艹𤕦
𧂙,⿱艹潟
𧂚,⿱䔘皿
𧂛,⿱艹甍
𧂜,⿱艹窶
𧂜,⿱茓婁
𧂝,⿳𦭝冖⿰目戈
𧂞,⿱艹𰟚
𧂟,⿱艹䝿
𧂟,⿱萸貝
𧂟,⿱茰貝
𧂠,⿱艹遺
𧂡,⿱蕑心
𧂢,⿳艹⿰臣⿱𠂉丶酉
𧂣,⿱艹穀
𧂤,⿱艹⿰隹者
𧂥,⿱艸𭘸
𧂦,⿱艹𣚊
𧂧,⿱艹澷
𧂨,⿱蒂足
𧂨,⿱𰱼龰
𧂩,⿱艹𦃐
𧂪,⿱艹⿰冫⿵戊⿱二貝
𧂫,⿱艹鮑
𧂬,⿱艹𦔐
𧂭,⿱艹耨
𧂮,⿱艹静
𧂯,⿱艹醖
𧂰,⿱艹賮
𧂱,⿱蕨廾
𧂲,⿱艹⿰㚔匊
𧂳,⿱蕇廾
𧂴,⿳艹雈廾
𧂵,⿱蕃廾
𧂶,⿳艹丶鴈
𧂷,⿱艹𢋎
𧂷,⿸蔴示
𧂸,⿱艹壁
𧂸,⿱薜土
𧂹,⿱艹險
𧂺,⿱艹⿰耳⿱血心
𧂻,⿱艹⿰耒⿱罒戊
𧂼,⿱艹橋
𧂽,⿰𠦝華
𧂾,⿱艹⿸厂⿱𣏟米
𧂿,⿱艹𦠤
𧃀,⿱艹⿰虫隻
𧃁,⿵菛⿱⿻大口⺀
𧃂,⿱艹𪎷
𧃃,⿱艹錦
𧃄,⿱艹⿰各⿹勹隹
𧃅,⿳艹⿰⿱⺈田禾心
𧃆,⿱艹録
𧃇,⿱艹膳
𧃈,⿱艹⿰辛訇
𧃉,⿱艹𣿳
𧃊,⿱莫食
𧃋,⿱艹餘
𧃌,⿱艹踏
𧃍,⿳艹⿲止自匕⿱八夂
𧃎,⿱艹辥
𧃏,⿱艹歜
𧃐,⿱艹蹢
𧃑,⿱艹鍵
𧃒,⿱艹縷
𧃓,⿱艹⿰㚔訇
𧃔,⿱艹擢
𧃕,⿱艹蹇
𧃖,⿱艹韱
𧃗,⿱艹𥂰
𧃗,⿱䔯皿
𧃘,⿱艹⿰缶虘
𧃙,⿱艹韓
𧃚,⿱艹膸
𧃛,⿱艹購
𧃜,⿳艹⺈⿱買夂
𧃝,⿱艹醜
𧃞,⿱艹冀
𧃞,⿱苝異
𧃟,⿱艹翼
𧃟,⿱𦭳異
𧃠,⿱艹⿰甚青
𧃡,⿱艹漅
𧃢,⿱艹𧇽
𧃣,⿱艹𥊽
𧃣,⿳𦭝⿲二一二弟
𧃣,⿱𦵺弟
𧃤,⿳茟灬貝
𧃥,⿳𦬩冏衣
𧃦,⿱艹𡚊
𧃦,⿱卝𡚊
𧃦,⿱芖𨾴
𧃧,⿱艹𦄐
𧃧,⿸蔍糸
𧃨,⿱艹孺
𧃩,⿱艹⿰犭疑
𧃪,⿰多蔄
𧃫,⿱艹⿰亲昔
𧃬,⿱艹橑
𧃭,⿰⿳艹コ⿵冂支⿱⺊困
𧃮,⿱艹燐
𧃯,⿱薩子
𧃰,⿳艹⿲止自巳⿱几夂
𧃰,⿳艹⿲止自巳⿱八夂
𧃰,⿳艹⿲止自巳⿱八夊
𧃱,⿳艹吅⿰⿸⿴𡰣工一爻
𧃲,⿱艹糜
𧃲,⿸蔴米
𧃳,⿱艹𧜼
𧃳,⿱蓺衣
𧃴,⿱艹縮
𧃵,⿰苦登
𧃶,⿱艹獴
𧃷,⿱艹虧
𧃸,⿱艹徽
𧃹,⿰華枼
𧃺,⿱𦼪廾
𧃻,⿱薔廾
𧃼,⿱雚口
𧃽,⿱艹應
𧃾,⿳艹⿰氵𰤷木
𧃿,⿱艹聰
𧄀,⿱薜⿻亅䒑
𧄁,⿱艹霞
𧄁,⿱𦲸叚
𧄂,⿱艹⿰镸⿱人長
𧄃,⿱艹⿰耒𣳾
𧄄,⿱䕌心
𧄅,⿱艹懇
𧄅,⿱𦾜心
𧄆,⿱艹⿰禾敢
𧄇,⿱艹𢖍
𧄈,⿰苔尞
𧄉,⿱艹總
𧄊,⿰草𦰩
𧄋,⿰⿳艹龴⿵冂支⿱⺊困
𧄌,⿱萬定
𧄍,⿱艹翹
𧄎,⿱艹䌛
𧄏,⿱艹覆
𧄐,⿱艹雙
𧄐,⿱𱾻又
𧄑,⿱艹繢
𧄒,⿱艹瞿
𧄓,⿰壴董
𧄔,⿱艹儲
𧄕,⿱艹織
𧄖,⿱艹𤐫
𧄗,⿱艹⿰禾置
𧄘,⿱艹𣫖
𧄙,⿱艹䝐
𧄚,⿱艹釐
𧄛,⿱艹鞫
𧄜,⿱艹繠
𧄜,⿱蕊糸
𧄝,⿱艹𥼚
𧄞,⿱艹鵙
𧄟,⿱艹𪋁
𧄟,⿸蔍豕
𧄠,⿱艹⿰枼枼
𧄡,⿳艹𫄻木
𧄢,⿱艹⿰氵⿳𫜹冣人
𧄢,⿱艹⿰氵⿳⺕冣人
𧄣,⿱焱草
𧄤,⿱艹嚚
𧄥,⿱艹⿰耒就
𧄦,⿱艹馥
𧄧,⿱艹韞
𧄨,⿱艹檽
𧄩,⿱薻廾
𧄪,⿰⿱艹𫪡⿹⿺㇉一日
𧄪,⿰⿱艹𫪡⿱𠂉⿹𠃌日
𧄫,⿱𦾴廾
𧄬,⿰薾友
𧄭,⿱艹⿰金⿱厶𡘃
𧄮,⿱荅⿰合合
𧄯,⿳𦭝冖𤕻
𧄰,⿱艹雞
𧄱,⿱艹闒
𧄱,⿵菛𦐇
𧄱,⿵蕳羽
𧄲,⿱艹謨
𧄳,⿰草喬
𧄴,⿰萬頁
𧄵,⿱艹獵
𧄶,⿱艹䜌
𧄷,⿱艹鶂
𧄸,⿱艹舋
𧄹,⿱艹識
𧄺,⿱艹顛
𧄻,⿱艹瀝
𧄼,⿳𦭝冖登
𧄽,⿱艹贊
𧄽,⿱𦺷貝
𧄾,⿱艹羆
𧄾,⿱𦭝熊
𧄾,⿱藣灬
𧄿,⿱艹羸
𧅀,⿱艹鏨
𧅀,⿱蔪金
𧅁,⿱艹疆
𧅁,⿹䕬土
𧅂,⿱艹繰
𧅃,⿱艹爊
𧅄,⿱艹夔
𧅅,⿱艹䞈
𧅆,⿱艹繭
𧅇,⿱苁⿵冂⿻丨𬗌
𧅈,⿱艹𥣞
𧅉,⿱艹𥨪
𧅉,⿱茓𲄡
𧅊,⿱艹䢯
𧅋,⿱艹⿵𣎆艮
𧅌,⿱莫黑
𧅌,⿱䒤𪐡
𧅍,⿱艹𡄉
𧅎,⿱藚廾
𧅏,⿱藜廾
𧅐,⿳艹潡灬
𧅑,⿱艹霧
𧅑,⿱𦲸務
𧅒,⿳艹⿲水口水金
𧅓,⿱艹竆
𧅓,⿱茓躳
𧅔,⿱艹饁
𧅕,⿱艹臘
𧅖,⿱艹鶪
𧅗,⿱艹黨
𧅗,⿱𦰱黑
𧅘,⿱艹羺
𧅙,⿱艹顡
𧅚,⿱艹矍
𧅚,⿱𧄒又
𧅛,⿱艹䊮
𧅜,⿱艹櫬
𧅝,⿱艹𣍘
𧅞,⿱菆菆
𧅟,⿰⿱芸木⿱芸木
𧅠,⿳艹亠⿱⿲刀丫𱍸䀠
𧅡,⿱艹⿰𪐗吉
𧅢,⿱艹𩪏
𧅣,⿺辶蕭
𧅤,⿱艹寶
𧅥,⿱艹馨
𧅦,⿰木䕟
𧅧,⿱䓵鳥
𧅨,⿱艹⿰釆奥
𧅩,⿱艹𢸧
𧅩,⿱䕭手
𧅪,⿱萅䖵
𧅫,⿱艹覺
𧅬,⿰菓蛮
𧅭,⿰草蒙
𧅮,⿱艹蠡
𧅮,⿱蒃䖵
𧅯,⿱艹𪅆
𧅰,⿱艹護
𧅱,⿳艹亠⿱⿲刀丫𱍸⿲丿⿱一韭丨
𧅱,⿳艹亠⿱⿲刀丫𱍸⿲丨⿱一韭丨
𧅲,⿱艹𡈹
𧅳,⿱艹𪋘
𧅴,⿱艹𩐐
𧅵,⿱艹顰
𧅵,⿱蘋卑
𧅶,⿵菛⿻丨𬗌
𧅷,⿱艹⿰白學
𧅸,⿱艹𪉷
𧅹,⿱艹⿰幸⿹勹魚
𧅺,⿱艹囊
𧅻,⿱艹𪅀
𧅼,⿱艹穰
𧅽,⿱艹𰥉
𧅾,⿱艹𣡈
𧅿,⿱艹⿰⿳日㓁巾鳥
𧆀,⿱艹糴
𧆁,⿱䕺廾
𧆂,⿱艹䜟
𧆃,⿱艹⿵𣎆軍
𧆄,⿰束藥
𧆅,⿳艹亠⿱⿲糸⿱二口糸弓
𧆆,⿱艹禴
𧆇,⿱艹蠲
𧆈,⿱艹𩕺
𧆉,⿱⿰雚凡糸
𧆊,⿱艹鱉
𧆊,⿱蔽魚
𧆋,⿱艹𤓉
𧆋,⿱䕼火
𧆌,⿱艹齏
𧆌,⿵薺韭
𧆍,⿱艹⿵𣎆員
𧆎,⿱艹戀
𧆎,⿱𧄶心
𧆏,⿱艹矕
𧆏,⿱𧄶目
𧆐,⿱艹贛
𧆑,⿱艹靃
𧆑,⿱𦲸雔
𧆒,⿳艹㐩⿱日𢛧
𧆓,⿱艹麤
𧆓,⿱蔍𱋁
𧆔,⿳⿻𰰜吅冖𱔞
𧆕,⿱艹⿴囗⿻丨⿳秝一秝
𧆖,⿱艹𪇼
𧆗,⿳艹⿰鹵鹵皿
𧆘,⿱艹⿴囗⿳⿰木林⿰木林⿰木林
𧆙,⿱艹⿰𩐍⿱口糸
𧆚,⿱䕿廾
𧆛,⿸虍又
𧆜,⿸虍亏
𧆜,⿸虍亐
𧆝,⿸虍𰀠
𧆞,⿸虍巾
𧆟,⿺虎九
𧆠,⿸虍手
𧆡,⿺几虎
𧆢,⿰虎丩
𧆣,⿸虍凷
𧆤,⿰𧆞又
𧆥,⿸虍甲
𧆦,⿰乞虎
𧆧,⿸虍⿰𬼖儿
𧆨,⿸虍田
𧆩,⿸虍⿰𬼖人
𧆪,⿸虍𠀒
𧆫,⿰虎乞
𧆬,⿱⺊⿸
𧆬,乛丿
𧆬,⿺⿱七几九
𧆬,⿱⺊⿸
𧆬,乛丿
𧆬,⿺⿱七儿九
𧆭,⿸虍由
𧆮,⿰𧆞丩
𧆯,⿰虎才
𧆰,⿺虎子
𧆱,⿸虍夻
𧆱,⿸𬟧口
𧆲,⿸𫊝䒑
𧆳,⿸虍丠
𧆴,⿸虍有
𧆵,⿸虍⿺夂彡
𧆶,⿸⿺虍亐夂
𧆷,⿺虎公
𧆸,⿸虎灬
𧆹,⿸虎心
𧆹,⿸虍𰐻
𧆺,⿰令虎
𧆻,⿺虎古
𧆼,⿰虎冬
𧆼,⿺虎冬
𧆽,⿺虎白
𧆾,⿸虍共
𧆿,⿸虍甬
𧇀,⿸虍兵
𧇀,⿸虗八
𧇁,⿸虍非
𧇂,⿰⿸虍比勿
𧇃,⿸虍林
𧇄,⿸虍𱰭
𧇅,⿺虎𠕾
𧇆,⿸虍𣏽
𧇇,⿰𧆞且
𧇈,⿸⿺虍且夂
𧇉,⿸⿺虍古夂
𧇊,⿰虚亐
𧇊,⿰虚亏
𧇋,⿸虍⿳八人日
𧇌,⿺虎同
𧇍,⿰缶虎
𧇎,⿺虎合
𧇏,⿸虍⿱𡿧凷
𧇐,⿱攸虎
𧇑,⿰戒虎
𧇒,⿰虎𭟰
𧇓,⿰虎兑
𧇔,⿰䖒几
𧇕,⿸虍𱰭
𧇖,⿸虍⿱八𥃦
𧇗,⿸虍⿱父目
𧇘,⿰𡭕虘
𧇙,⿺虎男
𧇚,⿺虎伯
𧇛,⿰虎寽
𧇜,⿱臤虎
𧇝,⿱叔虎
𧇞,⿰虎羌
𧇟,⿰虎周
𧇠,⿰虚亢
𧇠,⿰虛亢
𧇡,⿺處古
𧇢,⿺兔虎
𧇣,⿰虘且
𧇤,⿺處白
𧇥,⿸虎林
𧇥,⿱虎林
𧇦,⿰氵䖔
𧇦,⿰法虎
𧇧,⿰孚𧆞
𧇨,⿺虎林
𧇩,⿱⺊⿸
𧇩,乛丿
𧇩,⿳匕一⿱八𥃦
𧇪,⿸虍⿱⿻人⿰冫𡿨目
𧇫,⿰虎其
𧇬,⿱卧虎
𧇭,⿰虎武
𧇮,⿺虎和
𧇯,⿺虎季
𧇰,⿺虎忽
𧇱,⿸虎咸
𧇱,⿱虎咸
𧇲,⿰光虗
𧇳,⿰⿱𰃮元虎
𧇴,⿸虍⿱回示
𧇵,⿰⿱亼𠮛𧆠
𧇶,⿺虎春
𧇷,⿰曷虎
𧇸,⿺虎秋
𧇹,⿺虎侯
𧇺,⿰光虚
𧇻,⿰虎冥
𧇼,⿰号䖒
𧇽,⿸虍異
𧇽,⿸𧆨共
𧇾,⿰雐兮
𧇿,⿰豦且
𧈀,⿸虍⿱罒巫
𧈁,⿰兼⿸虍人
𧈂,⿸虍鼎
𧈃,⿰𧇖亏
𧈄,⿺虎夏
𧈅,⿰𡭴虎
𧈆,⿰虎終
𧈇,⿰虎彬
𧈈,⿰虎巢
𧈉,⿸虍䩗
𧈊,⿰巢虎
𧈋,⿺虎菟
𧈌,⿱⿰叀殳虎
𧈍,⿰單虎
𧈎,⿲⿸虍人革彡
𧈏,⿰尞虎
𧈐,⿰⿱口飠虎
𧈑,⿰虎𣪠
𧈒,⿰𧆞⿱小兔
𧈓,⿰⿸虍卜𩉩
𧈔,⿸虍魯
𧈔,⿸𫊣日
𧈕,⿰由盧
𧈖,⿰𣪠虎
𧈗,⿱𣪠虎
𧈘,⿸虍⿳⺈⿴囗⺌⿱灬日
𧈙,⿺虎壽
𧈚,⿰䖒㿾
𧈛,⿰禽虒
𧈜,⿰虎騰
𧈝,⿰虫乙
𧈞,⿺𠃊虫
𧈟,⿷匚虫
𧈠,⿸𠂇虫
𧈡,⿱又虫
𧈢,⿰虫八
𧈣,⿰虫乃
𧈤,⿺九虫
𧈥,⿰虫厶
𧈦,⿱乃虫
𧈧,⿱厶虫
𧈨,⿱小虫
𧈩,⿱弋虫
𧈪,⿱屮虫
𧈫,⿱工虫
𧈬,⿰工虫
𧈭,⿰虫兀
𧈮,⿰虫丸
𧈯,⿰虫亏
𧈯,⿰虫亐
𧈰,⿺廴虫
𧈱,⿹弋虫
𧈲,⿱卂虫
𧈳,⿰虫刃
𧈴,⿰虫广
𧈵,⿰虫三
𧈶,⿰虫川
𧈷,⿰虫夕
𧈸,⿱夂虫
𧈹,⿱大虫
𧈺,⿰虫弋
𧈻,⿰虫殳
𧈼,⿰虫片
𧈽,⿰虫厷
𧈾,⿱虫火
𧈿,⿰虫冈
𧉀,⿰虫止
𧉁,⿹气虫
𧉂,⿰虫天
𧉃,⿰虫允
𧉄,⿰虫丏
𧉅,⿰虫尹
𧉆,⿰虫龰
𧉇,⿺尣虫
𧉈,⿰虫不
𧉉,⿱龶虫
𧉊,⿱父虫
𧉋,⿰虫⿱一山
𧉌,⿱之虫
𧉍,⿰虫尐
𧉎,⿱虫⺝
𧉎,⿱虫⺼
𧉏,⿱𱼀虫
𧉐,⿰虫双
𧉑,⿰虫太
𧉒,⿱扎虫
𧉓,⿱木虫
𧉔,⿰虫孔
𧉔,⿰虸乚
𧉕,⿱夭虫
𧉕,⿱天虫
𧉕,⿱丿𧈹
𧉕,⿱一𧈹
𧉖,⿰虫牛
𧉗,⿱元虫
𧉘,⿱止虫
𧉙,⿰虫屯
𧉚,⿰虫勿
𧉛,⿰虫𢆰
𧉜,⿱氏虫
𧉝,⿰虫丐
𧉞,⿰虫宁
𧉟,⿰虫台
𧉠,⿰虫司
𧉡,⿰虫宂
𧉢,⿰虫穴
𧉣,⿰虫玉
𧉤,⿰虫弁
𧉥,⿱北虫
𧉦,⿰虫戊
𧉧,⿰虫去
𧉨,⿱⿰工几虫
𧉩,⿰虫布
𧉪,⿱加虫
𧉫,⿰虫㘝
𧉬,⿰虫民
𧉬,⿸𮓷𫠠
𧉭,⿱奴虫
𧉮,⿰虫㐌
𧉯,⿰虫母
𧉰,⿰虫尔
𧉱,⿰虫术
𧉱,⿺蚞丶
𧉲,⿰虫⿸𠂆干
𧉳,⿰虫𡴀
𧉴,⿱穴虫
𧉵,⿰虫戹
𧉶,⿱主虫
𧉷,⿱禾虫
𧉷,⿱丿𧉓
𧉸,⿰虫弗
𧉹,⿰虫札
𧉹,⿰蚞乚
𧉺,⿱世虫
𧉻,⿰虫半
𧉼,⿰虫立
𧉽,⿰虫市
𧉾,⿱𡗗虫
𧉿,⿰虫未
𧊀,⿰虫加
𧊁,⿰虫目
𧊂,⿰虫冬
𧊃,⿱処虫
𧊃,⿺𧈸几
𧊄,⿰虫只
𧊅,⿰虫另
𧊆,⿱付虫
𧊇,⿱代虫
𧊈,⿱民虫
𧊉,⿰虫乏
𧊊,⿰虫用
𧊋,⿰虫申
𧊌,⿰虫巧
𧊌,⿰虹丂
𧊍,⿰虫史
𧊎,⿰虫戉
𧊏,⿰虫亥
𧊐,⿰虫聿
𧊑,⿰虫𡯎
𧊒,⿱次虫
𧊓,⿰虫舟
𧊔,⿲彳虫亍
𧊕,⿰虫戎
𧊖,⿰虫式
𧊗,⿰虫耳
𧊘,⿰虫夸
𧊙,⿰虫旨
𧊚,⿰虫同
𧊛,⿰虫后
𧊜,⿰虫屰
𧊝,⿱艹𧈠
𧊞,⿰虫刑
𧊞,⿰蚈刂
𧊟,⿱如虫
𧊠,⿰虫臾
𧊡,⿱邛虫
𧊢,⿱礼虫
𧊣,⿰虫曳
𧊤,⿰虫亦
𧊥,⿰虫戍
𧊥,⿰虫戌
𧊦,⿰虫缶
𧊧,⿱合虫
𧊧,⿱亼虽
𧊨,⿰虫⿻
𧊨,冂⿰二二
𧊩,⿰虫𡵃
𧊪,⿱⿰万万虫
𧊫,⿰虫⿱龱儿
𧊬,⿱艹𧈡
𧊬,⿱𦫿虫
𧊭,⿰虫因
𧊮,⿱艹𧈸
𧊯,⿱永虫
𧊰,⿱伊虫
𧊱,⿰虫朶
𧊲,⿰虫全
𧊳,⿰虫亘
𧊴,⿰虫丞
𧊵,⿰虫夅
𧊶,⿰虫朵
𧊷,⿰虫妄
𧊸,⿰虫朿
𧊹,⿰安虫
𧊺,⿰虫臣
𧊻,⿰虫𡉊
𧊼,⿰虫⿷冘⺀
𧊽,⿰虫行
𧊾,⿰米虫
𧊿,⿱列虫
𧋀,⿰虫州
𧋁,⿰虫再
𧋂,⿰虫汙
𧋃,⿰虫存
𧋄,⿰虫共
𧋅,⿰虫尽
𧋆,⿰虫耒
𧋇,⿰虫𱤽
𧋈,⿰虫豸
𧋉,⿰虫谷
𧋊,⿱沙虫
𧋋,⿰虫吾
𧋌,⿳𰀉冖虫
𧋍,⿰虫折
𧋎,⿰虫里
𧋏,⿰虫岌
𧋐,⿰虫束
𧋑,⿰虫更
𧋒,⿰虫赤
𧋓,⿰虫告
𧋔,⿱汞虫
𧋕,⿰虫困
𧋖,⿸𧊗乚
𧋖,⿰虫𦔮
𧋖,⿰虫耴
𧋗,⿱⿰氏虫土
𧋘,⿰虫弟
𧋙,⿰虫囱
𧋚,⿰仌⿸厂䖝
𧋛,⿱求虫
𧋜,⿹⺄䖵
𧋝,⿰虫𣏏
𧋞,⿰虫𦬞
𧋟,⿰虫每
𧋠,⿱豕虫
𧋡,⿰虫𡆴
𧋢,⿰虫孛
𧋣,⿰虫𠯑
𧋤,⿰虫刧
𧋤,⿰𧉧刀
𧋥,⿰虫足
𧋦,⿰虫尾
𧋦,⿸𮓴毛
𧋧,⿰虫𱖐
𧋨,⿰虫走
𧋩,⿱足虫
𧋪,⿰虫芋
𧋫,⿰虫芓
𧋬,⿰虫系
𧋭,⿰虫⿱爫土
𧋮,⿰虫⿱攵土
𧋯,⿱旲虫
𧋯,⿱日𧈹
𧋰,⿱𫠨虫
𧋱,⿰虫男
𧋲,⿱亠𧉥
𧋳,⿱𢀜虫
𧋴,⿱夆虫
𧋵,⿰虫狂
𧋶,⿰虫没
𧋷,⿰虫忌
𧋸,⿰虫呈
𧋹,⿰虫𡗶
𧋺,⿰虫志
𧋻,⿰虫吝
𧋼,⿰虫弄
𧋽,⿰虫芒
𧋾,⿰虫邑
𧋿,⿰虫快
𧌀,⿰虫吞
