zi,chaizi
𤬚,⿰瓜廉
𤬛,⿰盧瓜
𤬜,⿰瓜盧
𤬝,⿰鬳瓜
𤬞,⿰瓜襄
𤬟,⿱⿴𦥑囟⿰火瓜
𤬠,⿰瓜雚
𤬡,⿰𤐫瓜
𤬢,⿱⿴𦥑囟瓠
𤬣,⿱⿲⿷匚二囟𬺹瓠
𤬤,⿱𤬌䖵
𤬥,⿰⿳亠吅習⿱瓜衣
𤬦,⿱冖瓦
𤬧,⿱瓦十
𤬨,⿺瓦凡
𤬩,⿱弋瓦
𤬪,⿰土瓦
𤬫,⿺瓦卂
𤬬,⿰火瓦
𤬭,⿰不瓦
𤬮,⿰𢆰瓦
𤬯,⿺瓦今
𤬰,⿰今瓦
𤬱,⿰瓦勿
𤬲,⿰瓦内
𤬳,⿱⿰工几瓦
𤬴,⿰㠯瓦
𤬵,⿰氐瓦
𤬶,⿰用瓦
𤬷,⿰出瓦
𤬸,⿰瓦生
𤬹,⿵戊瓦
𤬺,⿰央瓦
𤬻,⿺瓦令
𤬼,⿱出瓦
𤬽,⿰宂瓦
𤬾,⿰朵瓦
𤬿,⿰圭瓦
𤭀,⿳刀㓁瓦
𤭁,⿰同瓦
𤭂,⿰舟瓦
𤭃,⿰而瓦
𤭄,⿰⿵冂王瓦
𤭅,⿺瓦并
𤭆,⿺瓦同
𤭇,⿰舌瓦
𤭈,⿰兆瓦
𤭉,⿰⿱亡巛瓦
𤭊,⿱江瓦
𤭋,⿰⿴囗干瓦
𤭌,⿰弟瓦
𤭍,⿰瓦㒵
𤭎,⿰武瓦
𤭏,⿰谷瓦
𤭐,⿰每瓦
𤭑,⿰吾瓦
𤭒,⿰良瓦
𤭓,⿰巠瓦
𤭔,⿰車瓦
𤭕,⿰㐬瓦
𤭖,⿺瓦镸
𤭗,⿱𦔮瓦
𤭘,⿰𱼧瓦
𤭙,⿺瓦含
𤭚,⿰瓦告
𤭛,⿰岡瓦
𤭜,⿱𥝢瓦
𤭝,⿰坴瓦
𤭞,⿰享瓦
𤭟,⿰阜瓦
𤭠,⿱臤瓦
𤭡,⿱取瓦
𤭢,⿰卒瓦
𤭣,⿰其瓦
𤭤,⿱乳瓦
𤭥,⿱拈瓦
𤭦,⿱其瓦
𤭧,⿰皆瓦
𤭨,⿰⿱左⺝瓦
𤭩,⿰⿸声厶瓦
𤭪,⿱相瓦
𤭫,⿰革瓦
𤭬,⿱缸瓦
𤭭,⿱保瓦
𤭮,⿰重瓦
𤭯,⿺瓦泉
𤭰,⿱秌瓦
𤭱,⿰胡瓦
𤭲,⿱䀑瓦
𤭳,⿰𡇟瓦
𤭴,⿰枼瓦
𤭵,⿰瓦音
𤭶,⿰胷瓦
𤭷,⿰瓦俞
𤭸,⿰屏瓦
𤭹,⿰盎瓦
𤭺,⿰罡瓦
𤭻,⿰哥瓦
𤭼,⿰𦐇瓦
𤭽,⿰祟瓦
𤭾,⿰⿱西王瓦
𤭿,⿱⿰耳㕚瓦
𤮀,⿰兹瓦
𤮁,⿰耎瓦
𤮂,⿺瓦唐
𤮃,⿰瓦盎
𤮄,⿰瓦鬲
𤮅,⿱埶瓦
𤮆,⿰虚瓦
𤮇,⿰庸瓦
𤮈,⿱軗瓦
𤮉,⿰累瓦
𤮊,⿰康瓦
𤮋,⿰國瓦
𤮌,⿺瓦接
𤮍,⿺瓦專
𤮎,⿰絫瓦
𤮏,⿰黄瓦
𤮐,⿰尊瓦
𤮑,⿺瓦悲
𤮒,⿰瓦屡
𤮓,⿰斯瓦
𤮔,⿰⿱㢴土瓦
𤮕,⿱敝瓦
𤮖,⿰⿷匚⿱厶井瓦
𤮗,⿺瓦路
𤮘,⿰⿱⿰𱼀⿺丶㇇豆瓦
𤮙,⿰䖒瓦
𤮚,⿰雷瓦
𤮛,⿱𣪠瓦
𤮜,⿰亶瓦
𤮝,⿰⿸虍角瓦
𤮞,⿺嵬瓦
𤮟,⿰瓦塊
𤮠,⿰瓦蒙
𤮡,⿰⿱茓瓦央
𤮢,⿰廡瓦
𤮣,⿰膚瓦
𤮤,⿰⿱北𥥟央
𤮥,⿺瓦歐
𤮦,⿰曇瓦
𤮧,⿰盧瓦
𤮨,⿱龍瓦
𤮩,⿰⿳亯从干瓦
𤮪,⿰㼱灷
𤮫,⿰𫄾瓦
𤮬,⿲𦈢⿱爫𦈢瓦
𤮭,⿰毚瓦
𤮮,⿱霝瓦
𤮯,⿰⿱崔臼瓦
𤮰,⿰巂瓦
𤮱,⿰聶瓦
𤮲,⿱雝瓦
𤮳,⿺瓦雚
𤮴,⿰雚瓦
𤮵,⿱㼲壴
𤮶,⿰爕瓦
𤮷,⿰𩅸瓦
𤮸,⿰𩆞瓦
𤮹,⿰靈瓦
𤮺,⿶凵二
𤮻,⿱干甘
𤮼,⿱弋甘
𤮽,⿰甘干
𤮾,⿰兀甘
𤮿,⿰甘兀
𤯀,⿱甘干
𤯁,⿱氏甘
𤯂,⿰甘犬
𤯃,⿱木甘
𤯄,⿰甘氏
𤯅,⿱甘正
𤯆,⿰甘言
𤯇,⿰甘炎
𤯈,⿰甘者
𤯉,⿰甚𡯎
𤯊,⿰茶甘
𤯋,⿰甘庶
𤯌,⿸麻甘
𤯍,⿸厂𬓶
𤯎,⿸广𬓶
𤯏,⿰⿱甘𡭕⿱甘朩
𤯐,⿰甘閻
𤯑,⿰甚稟
𤯒,⿱殸𪏽
𤯓,⿻㞢一
𤯔,⿱一生
𤯕,⿰生女
𤯖,⿰乆生
𤯗,⿱大生
𤯘,⿰生斗
𤯙,⿰生支
𤯚,⿱不生
𤯛,⿰生攵
𤯜,⿰生⿱力力
𤯝,⿱生⺝
𤯞,⿱生丹
𤯟,⿱生母
𤯠,⿰因生
𤯡,⿰生朿
𤯢,⿱厽生
𤯣,⿱生自
𤯤,⿰合生
𤯥,⿱如生
𤯦,⿱初生
𤯧,⿱𤯓囧
𤯨,⿰生弄
𤯩,⿰弄生
𤯪,⿰生秀
𤯫,⿰生我
𤯬,⿱生囧
𤯭,⿰並生
𤯮,⿰生虎
𤯯,⿱始生
𤯰,⿰生底
𤯱,⿰奇生
𤯲,⿱降生
𤯳,⿺㪅生
𤯴,⿰𮙥生
𤯵,⿱𤇾生
𤯶,⿰𱑏生
𤯷,⿰舜生
𤯸,⿰生筋
𤯹,⿰⿱𢆉豕生
𤯺,⿰生勤
𤯻,⿰生蒙
𤯼,⿺蒙生
𤯽,⿱弗𤯳
𤯾,⿰蒙生
𤯿,⿰底産
𤰀,⿰䑞𤯓
𤰁,⿰舉生
𤰂,⿰生襄
𤰃,⿲丿⿺𰀁一丨
𤰄,⿱刀用
𤰅,⿱夂用
𤰆,⿲丿⿱上𰀁亅
𤰇,⿸𦫺用
𤰈,⿱卝⿹勹用
𤰉,⿱足用
𤰊,⿱要用
𤰋,⿱由庸
𤰌,⿱用𰢱
𤰍,⿰𮮠甫
𤰎,⿰享庸
𤰏,⿱⿰甬甬花
𤰐,⿰⿱⿲丶丨リ爾甫
𤰑,⿳𠫓口⿲月⿱龷用凡
𤰒,⿱人⿻丅⿶凵丷
𤰓,⿰一田
𤰔,十日
𤰕,⿰田巜
𤰖,⿰田又
𤰗,⿱𠂉田
𤰘,⿰田卜
𤰙,⿺九田
𤰚,⿱九田
𤰛,⿱力田
𤰜,⿰田厶
𤰝,⿰田巛
𤰞,⿱田丩
𤰟,⿰田干
𤰠,⿱田干
𤰡,⿱亡田
𤰢,⿰田乞
𤰣,⿱由𬼖
𤰤,⿱田于
𤰥,⿰田寸
𤰦,⿰田乇
𤰧,⿱夕田
𤰨,⿰田尸
𤰩,⿰田予
𤰪,⿰田分
𤰫,⿱㞢田
𤰬,⿰田少
𤰭,⿹戈田
𤰮,⿰田夬
𤰯,⿳田八又
𤰰,⿱由爪
𤰱,⿷工⿰田丨
𤰲,⿱甶爪
𤰳,⿱天田
𤰴,⿳由一𰀄
𤰵,⿳田一亾
𤰶,⿻申日
𤰷,⿰申巴
𤰸,⿱𠫓田
𤰹,⿰田火
𤰺,⿱不田
𤰻,⿱艹𰢴
𤰼,⿰田牛
𤰽,⿰田片
𤰾,⿰田月
𤰿,⿰田勿
𤱀,⿱田父
𤱁,⿰由夫
𤱂,⿰田云
𤱃,⿰田木
𤱄,⿰田水
𤱅,⿰田内
𤱆,⿰田𠕀
𤱇,⿱父田
𤱈,⿰亩卜
𤱉,⿰由夬
𤱊,⿱厸田
𤱋,⿰甲冄
𤱌,⿰田且
𤱍,⿰田皮
𤱎,⿰田幼
𤱏,⿰田尔
𤱐,⿰田疋
𤱑,⿻十⿰田乆
𤱒,⿱圥田
𤱓,⿱申申
𤱔,⿰亩么
𤱕,⿰田民
𤱖,⿳甶一⿰⿺𠄌丨㇈
𤱗,⿱田立
𤱘,⿰男乞
𤱙,⿰田本
𤱚,⿱⿰匚𫜹田
𤱛,⿰田禾
𤱜,⿱禾田
𤱝,⿰田仝
𤱞,⿰田冬
𤱟,⿰田出
𤱠,⿰田召
𤱡,⿰甬也
𤱢,⿰甲代
𤱣,⿰冉甲
𤱤,⿰由宁
𤱥,⿰田臣
𤱦,⿰田灮
𤱧,⿰田朵
𤱨,⿰田共
𤱩,⿰田兆
𤱪,⿱聿田
𤱫,⿱由⿰⿸𠂆二人
𤱬,⿰田旬
𤱭,⿱𣁁田
𤱮,⿳甶丿𧘇
𤱯,⿰田危
𤱰,⿰田𠂢
𤱱,⿹𢦏田
𤱲,⿱田地
𤱳,⿰田光
𤱴,⿰田⿱乍一
𤱵,⿱龹田
𤱶,⿰亩犬
𤱷,⿰田劦
𤱸,⿰𪵨田
𤱹,⿰𱰭丁
𤱺,⿱共田
𤱻,⿰田𦣞
𤱼,⿰田辰
𤱽,⿰𱰭夫
𤱾,⿰𱰭夬
𤱿,⿳十冖畀
𤲀,⿱⿰由由丂
𤲁,⿰田⿳厶八山
𤲂,⿰界下
𤲃,⿻甲⿱⿻凵二一
𤲄,⿱甶乑
𤲅,⿱共电
𤲆,⿱田辰
𤲇,⿳𠮛口田
𤲈,⿱田免
𤲉,⿳田大日
𤲊,⿱田足
𤲋,⿳田公夂
𤲌,⿰弄田
𤲍,⿰甲夾
𤲎,⿰田𭕇
𤲏,⿰田究
𤲐,⿳田龷𰀠
𤲑,⿰𱰭宁
𤲒,⿰田并
𤲓,⿰田來
𤲔,⿰田侍
𤲕,⿰田侖
𤲖,⿰田忝
𤲗,⿱臤田
𤲘,⿰田長
𤲙,⿱厶𡙂
𤲚,⿰田東
𤲛,⿱𠫯田
𤲜,⿱田幸
𤲝,⿱來田
𤲞,⿱人畨
𤲟,⿰田青
𤲠,⿰田卒
𤲡,⿳田𠮛𧘇
𤲢,⿱亞田
𤲣,⿰由疌
𤲤,⿰田卓
𤲥,⿻申⿳冖冂⺝
𤲦,⿰田畁
𤲧,⿰田牧
𤲨,⿰田卷
𤲩,⿰田炎
𤲪,⿰田夌
𤲫,⿰田爰
𤲬,⿰田耎
𤲭,⿰田𣐬
𤲮,⿰田𢏚
𤲯,⿳⿻𦘒⿰二二田一
𤲰,⿰甲冒
𤲱,⿱⿺龷田⿻人凵
𤲲,⿱異土
𤲳,⿱田禺
𤲴,⿰𤱄田
𤲵,⿰田待
𤲶,⿰男男
𤲷,⿱⿻十𠈌田
𤲸,⿱兹田
𤲹,⿰田弱
𤲺,⿰田奚
𤲻,⿰田恭
𤲼,⿰畏曳
𤲽,⿰⿱右𰢴𠃙
𤲾,⿰亞亩
𤲿,⿱聿𤰱
𤳀,⿶𤰭𢆶
𤳁,⿰田乘
𤳂,⿱田秝
𤳃,⿰由奚
𤳄,⿰由罢
𤳅,⿱甲⿰甲甲
𤳆,⿰男來
𤳇,⿰來男
𤳈,⿰田𬀷
𤳉,⿰田𦰩
𤳊,⿰𱰭并
𤳋,⿱⿻个𠈌田
𤳌,⿰田庶
𤳍,⿳畕一电
𤳎,⿰田責
𤳏,⿱畾一
𤳐,⿰由庶
𤳑,⿰田參
𤳒,⿰田叅
𤳓,⿱列異
𤳔,⿰舟𤱵
𤳕,⿱粥田
𤳖,⿰番去
𤳗,⿰去番
𤳘,⿰申登
𤳙,⿰田菀
𤳚,⿰田尋
𤳛,⿱去番
𤳜,⿰田𦓔
𤳝,⿱田⿰禾利
𤳞,⿰𤔔田
𤳟,⿰田雲
𤳠,⿱⿰田⿱⺊日旬
𤳡,⿰未⿱成田
𤳢,⿰男貢
𤳣,⿰田⿻甲⿱一𦫽
𤳤,⿰𱰭奚
𤳥,⿱畕林
𤳦,⿱畾大
𤳧,⿰吕異
𤳨,⿰由禄
𤳩,⿰田㷠
𤳪,⿸厭田
𤳫,⿰𱰭屏
𤳬,⿰田𮥼
𤳭,⿰畕⿱龶夗
𤳮,⿰舟⿳火𠬞田
𤳯,⿰𱰭庶
𤳰,⿰尾𪽗
𤳱,⿰田廣
𤳲,⿰𱰭𢈻
𤳳,⿰畕畕
𤳴,⿰𪽍𪽍
𤳵,⿰⿱甲甲⿱甲甲
𤳶,⿰田𢀩
𤳷,⿰罷由
𤳸,⿰由罷
𤳹,⿳⿰田田一⿰田田
𤳺,⿰番复
𤳻,⿰畕累
𤳼,⿰畚庶
𤳽,⿰田龍
𤳾,⿰⿱丅耳畺
𤳿,⿰⿳爫コ𠕁畨
𤴀,⿰畕堯
𤴁,⿱畾宐
𤴂,⿱畧䖵
𤴃,⿰田燾
𤴄,⿳⿰田田大⿰田田
𤴅,⿰𱰭盧
𤴆,⿰田籌
𤴇,⿳⿰田田合⿰田田
𤴈,⿰田纍
𤴉,⿰疊⿱冖丁
𤴊,⿳⿰田田缶⿰田田
𤴋,⿰⿳爫コ⿳冖厶寸⿱東田
𤴌,⿳⿰田田辰⿰田田
𤴍,⿰疊宁
𤴎,⿰⿳爫コ⿱𠕁寸⿱東田
𤴏,⿰異羅
𤴐,⿰⿳田回田⿳田回田
𤴑,⿱𤳳雷
𤴒,⿰⿳田回田⿳田鳥田
𤴓,⿱一龰
𤴔,⿱乛止
𤴕,⿱一疋
𤴖,⿱𠫔疋
𤴗,⿱屮⿻龰⺕
𤴘,⿱入⿻龰⺕
𤴙,⿰囱疋
𤴚,⿰束疋
𤴛,⿱叀龰
𤴜,⿰𣐌木
𤴝,⿱叀疋
𤴞,⿳士罒⿱厶龰
𤴟,⿱帶疋
𤴠,⿱將疋
𤴡,⿳十冖⿳田厶龰
𤴢,⿱執疋
𤴣,⿱辟疋
𤴤,⿱霝疋
𤴥,⿸疒乙
𤴦,⿸疒九
𤴧,⿸疒乂
𤴨,⿸疒又
𤴩,⿸疒卜
𤴪,⿸疒几
𤴫,⿸疒丅
𤴬,⿸疒刀
𤴭,⿸疒八
𤴮,⿸疒𰍧
𤴯,⿸疒丸
𤴰,⿸疒兀
𤴱,⿸疒乇
𤴲,⿸疒干
𤴳,⿸疒子
𤴴,⿸疒𠃔
𤴵,⿸疒弋
𤴶,⿸疒士
𤴷,⿸疒木
𤴸,⿸疒气
𤴹,⿸疒巿
𤴺,⿸疒冗
𤴻,⿸疒犬
𤴼,⿸疒欠
𤴽,⿸疒今
𤴾,⿸疒斤
𤴿,⿸疒冄
𤵀,⿸疒旡
𤵁,⿸疒止
𤵂,⿸疒心
𤵃,⿸疒牛
𤵄,⿸疒厷
𤵅,⿸疒凶
𤵆,⿸疒勾
𤵇,⿸疒分
𤵈,⿸疒予
𤵉,⿸疒太
𤵊,⿸疒屯
𤵋,⿸疒𢆰
𤵌,⿸疒少
𤵍,⿸疒午
𤵎,⿸疒⿱𠂉几
𤵏,⿸𤴭勹
𤵐,⿸疒勿
𤵑,⿸疒𧘇
𤵒,⿸疒文
𤵓,⿸疒𠬝
𤵔,⿸疒允
𤵕,⿸疒兮
𤵖,⿸疒日
𤵗,⿸疒布
𤵘,⿸疒必
𤵙,⿸疒生
𤵚,⿸疒㐌
𤵛,⿸疒丕
𤵜,⿸疒尔
𤵝,⿸疒母
𤵞,⿸疒𱎛
𤵟,⿸疒𠬢
𤵠,⿸疒卯
𤵡,⿸疒乎
𤵢,⿸疒丘
𤵣,⿸疒平
𤵤,⿸疒民
𤵥,⿸疒禾
𤵦,⿸疒札
𤵧,⿸疒㞋
𤵨,⿸疒⿻人⺕
𤵩,⿸疒他
𤵪,⿸疒召
𤵫,⿸疒示
𤵬,⿸疒犮
𤵭,⿸疒甲
𤵮,⿸疒⿱丿火
𤵯,⿸疕𫶧
𤵰,⿸疒刍
𤵱,⿸疒另
𤵲,⿸疒尒
𤵳,⿸疒本
𤵴,⿸疒仕
𤵵,⿸疒⿻丿⿱⺕乀
𤵶,⿸疒⿱⺊弓
𤵷,⿸疒𠬩
𤵸,⿸疒夅
𤵹,⿸疒吉
𤵺,⿸疒曳
𤵻,⿸疒兇
𤵼,⿸疒向
𤵽,⿸疒艾
𤵾,⿸疒宅
𤵿,⿸疒𫠥
𤶀,⿸疒交
𤶁,⿸疒老
𤶂,⿸疒𡥄
𤶃,⿸疒兆
𤶄,⿸疒任
𤶅,⿸疒⿰丨矢
𤶆,⿸疒𭗼
𤶇,⿸疒旬
𤶈,⿸疒西
𤶉,⿸疒⿸申丶
𤶊,⿸疒会
𤶋,⿸疒色
𤶌,⿸疒𤆌
𤶍,⿸疒⿱𫜹彐
𤶎,⿸疒朱
𤶏,⿸疒光
𤶐,⿸疒存
𤶑,⿸疒因
𤶒,⿸疒边
𤶓,⿸疒𣅀
𤶔,⿸疒⿱夂小
𤶕,⿸疒吞
𤶖,⿸疒孚
𤶗,⿸疒矣
𤶘,⿸疒言
𤶙,⿸疒作
𤶚,⿸疒圼
𤶛,⿸疒邑
𤶜,⿸疒壯
𤶝,⿸疒忍
𤶞,⿸疒夆
𤶟,⿸疒𠬲
𤶠,⿸疒余
𤶡,⿸疒肘
𤶢,⿸疒冝
𤶣,⿸疒役
𤶤,⿸𤵜又
𤶥,⿸疒𥎦
𤶦,⿸疒弄
𤶧,⿸疒员
𤶨,⿸疒𥃩
𤶩,⿸疒求
𤶪,⿸疒𦍋
𤶫,⿸疒条
𤶬,⿸疒束
𤶭,⿸疒呆
𤶮,⿸病𠤎
𤶯,⿸病又
𤶰,⿸疒𮕜
𤶱,⿸疒串
𤶲,⿸疒呈
𤶳,⿸疒告
𤶴,⿸疒身
𤶵,⿸疒𡵶
𤶶,⿸疒汪
𤶷,⿸疒君
𤶸,⿸疒那
𤶹,⿸疒局
𤶺,⿸疒吹
𤶻,⿸疒見
𤶼,⿸疒芒
𤶽,⿸疒孛
𤶾,⿸疒吝
𤶿,⿸疒㫗
𤷀,⿸疒尪
𤷁,⿸疒𡉤
𤷂,⿸疒肥
𤷃,⿸疒戔
𤷄,⿸疒卷
𤷅,⿸疒兒
𤷆,⿸疒東
𤷇,⿸疒或
𤷈,⿸疒奈
𤷉,⿸疒亟
𤷊,⿸疒肬
𤷋,⿸疒⿰歹毛
𤷌,⿸疒臤
𤷍,⿸疒其
𤷎,⿸疒阜
𤷏,⿸疒㸒
𤷐,⿸疒盲
𤷑,⿸疒咎
𤷒,⿸疒卑
𤷓,⿸疒欣
𤷔,⿸疒侖
𤷕,⿸疒采
𤷖,⿸疒夌
𤷗,⿸疒㡀
𤷘,⿸疒卓
𤷙,⿸疒㝵
𤷚,⿸疒录
𤷛,⿸疒尚
𤷜,⿸疒侌
𤷝,⿸疒岳
𤷞,⿸疒⿱⿸丿⺕心
𤷟,⿸疒拉
𤷠,⿸疒枚
𤷡,⿸疒虎
𤷢,⿸疒具
𤷣,⿸疒垂
𤷤,⿸疒肴
𤷥,⿸𤴭䏍
𤷦,⿸疒京
𤷧,⿸疒宛
𤷨,⿸疒⿱丑丑
𤷩,⿸疒治
𤷪,⿸疒孟
𤷫,⿸疒刺
𤷬,⿸疒⿱夂生
𤷭,⿸疒的
𤷮,⿸疒往
𤷯,⿸疒刷
𤷰,⿸疒奉
𤷱,⿸疒門
𤷲,⿸疒牀
𤷳,⿸疒岩
𤷴,⿸疒依
𤷵,⿸疒坡
𤷶,⿸疒表
𤷷,⿸疒𥁄
𤷸,⿸疒⿰瓜阝
𤷹,⿸𤵂及
𤷺,⿸疒⿱𦈢又
𤷻,⿸疒𡿺
𤷼,⿸疒相
𤷽,⿸疒卻
𤷾,⿸疒匧
𤷿,⿸疒突
𤸀,⿸疒胥
𤸁,⿸疒彖
𤸂,⿸疒耎
𤸃,⿸疒叜
𤸄,⿸疒眔
𤸅,⿸疒昬
𤸆,⿸疒韋
𤸇,⿸疒㚅
𤸈,⿸疒酋
𤸉,⿸疒㒸
𤸊,⿸疒怠
𤸋,⿸疒界
𤸌,⿸疒⿱人镸
𤸍,⿸疒⿱夂糸
𤸎,⿸疒曷
𤸏,⿸疒柰
𤸐,⿸疒⿳亽日厶
𤸑,⿸疒复
𤸒,⿸疒禺
𤸓,⿸疒致
𤸔,⿸疒品
𤸕,⿸疒𲅕
𤸖,⿸疒哀
𤸗,⿸㾈犬
𤸘,⿸疒貞
𤸙,⿸疒盇
𤸚,⿸疒毒
𤸛,⿸疒思
𤸜,⿸疒养
𤸝,⿸疒勇
𤸞,⿸疒𢍆
𤸟,⿸疒持
𤸠,⿸疒苗
𤸡,⿸疒英
𤸢,⿸疒𡷈
𤸣,⿸疒垂
𤸤,⿸疒食
𤸥,⿸疒亭
𤸦,⿸疒孨
𤸧,⿸疒宣
𤸨,⿸疒⿺兆小
𤸩,⿸疒勉
𤸪,⿸疒挈
𤸫,⿸疒員
𤸬,⿸疒衰
𤸭,⿸疒徒
𤸮,⿸疒屑
𤸯,⿸疒桑
𤸰,⿸疒倠
𤸱,⿸疒盍
𤸲,⿸疒烝
𤸳,⿸疒豈
𤸴,⿸疒索
𤸵,⿸疒尃
𤸶,⿸疒𤰇
𤸷,⿸疒帬
𤸸,⿸疒益
𤸹,⿸疒剡
𤸺,⿸疒欬
𤸻,⿸疒拏
𤸼,⿸疒烏
𤸽,⿸疒𢘻
𤸾,⿸疒⿱厽⺝
𤸿,⿸㽾⿺及乚
𤹀,⿸疒𦐇
𤹁,⿸疒圂
𤹂,⿸疒羔
𤹃,⿸疒𡘤
𤹄,⿸痐木
𤹅,⿸疒⿱𢆶木
𤹆,⿸疒隻
𤹇,⿸疒秮
𤹈,⿸疒𣑽
𤹉,⿸疒夏
𤹊,⿸𤵌虫
𤹋,⿸疒𥞔
𤹌,⿸疒師
𤹍,⿸疒能
𤹎,⿸疒𢇁
𤹏,⿸疒⿱𢆶心
𤹐,⿸疒烈
𤹑,⿸疒㑫
𤹒,⿸疒袪
𤹓,⿸疒郡
𤹔,⿸疒旁
𤹕,⿸疒恩
𤹖,⿸疒軒
𤹗,⿸疒翁
𤹘,⿸疒辱
𤹙,⿸疒祝
𤹚,⿸疒聀
𤹛,⿸疒⿱⿴龷二心
𤹜,⿸疒宫
𤹝,⿸疒畢
𤹞,⿸疒啇
𤹟,⿸疒商
𤹠,⿸疒責
𤹡,⿸疒虘
𤹢,⿸𱱍而
𤹣,⿸疒虖
𤹤,⿸疒𣳾
𤹥,⿸疒殸
𤹦,⿸疒啚
𤹧,⿸𤵂𰤲
𤹨,⿸疒連
𤹩,⿸疒奞
𤹪,⿸疒區
𤹫,⿸疒⿱𠰞夂
𤹬,⿸疒得
𤹭,⿸𬏬尒
𤹮,⿸疒參
𤹯,⿸疒恿
𤹰,⿸疒常
𤹱,⿸疒⿰镸⿱コ又
𤹲,⿸疒𤱺
𤹳,⿸疒𡹚
𤹴,⿸疒婪
𤹵,⿸疒專
𤹶,⿸疒⿱雨大
𤹷,⿸疒鳥
𤹸,⿸疒⿱⺈思
𤹹,⿸疒⿳⺈罒支
𤹺,⿸疒盖
𤹻,⿸疒⿱巛𣥖
𤹼,⿸疒彪
𤹽,⿸疒訥
𤹾,⿸疒晦
𤹿,⿸疒魚
𤺀,⿸𱱐衣
𤺁,⿸疒晟
𤺂,⿸疒⿱昚八
𤺃,⿸疒皐
𤺄,⿸疒童
𤺅,⿸疒𠭥
𤺆,⿸疒異
𤺇,⿸疒徧
𤺈,⿸疒屠
𤺉,⿸疒爲
𤺊,⿸疒斯
𤺋,⿸疒軫
𤺌,⿸疒登
𤺍,⿸疒敢
𤺎,⿸疒舄
𤺏,⿸疒番
𤺐,⿸疒猲
𤺑,⿸疒叅
𤺒,⿸疒訾
𤺓,⿸疒敝
𤺔,⿸疒貰
𤺕,⿸疒費
𤺖,⿸疒閔
𤺗,⿸疒㓹
𤺘,⿸疒㰳
𤺙,⿸疒歮
𤺚,⿸疒絜
𤺛,⿸疒閑
𤺜,⿸疒𠷎
𤺝,⿸疒⿸虍⿰𬼖几
𤺞,⿸疒虚
𤺟,⿸疒𮊿
𤺠,⿸疒⿳亼⿴囗⺌山
𤺡,⿸疒⿱𠄢𡭕
𤺢,⿸疒森
𤺣,⿸疒㷊
𤺤,⿸疒厥
𤺥,⿸疒答
𤺦,⿸𱱜口
𤺧,⿸疒曾
𤺨,⿸疒創
𤺩,⿸疒勝
𤺪,⿸疒善
𤺫,⿸疒惢
𤺬,⿸疒彭
𤺭,⿸疒筆
𤺮,⿸疒雇
𤺯,⿸疒悶
𤺰,⿸疒欽
𤺱,⿸疒然
𤺲,⿸疒敞
𤺳,⿸疒犀
𤺴,⿸疒報
𤺵,⿸疒喑
𤺶,⿸疒馭
𤺷,⿸疒極
𤺸,⿸疒猥
𤺹,⿸疒陽
𤺺,⿸疒亶
𤺻,⿸疒雋
𤺼,⿸疒勠
𤺽,⿸疒群
𤺾,⿸疒奥
𤺿,⿸疒虜
𤻀,⿸疒歳
𤻁,⿸疒辠
𤻂,⿸疒睪
𤻃,⿸疒暑
𤻄,⿸疒遂
𤻅,⿸疒愛
𤻆,⿸疒頑
𤻇,⿸疒楚
𤻈,⿸疒暘
𤻉,⿸疒𠌵
𤻊,⿸疒颓
𤻋,⿸㾇侖
𤻌,⿸疒過
𤻍,⿸疒歈
𤻎,⿸疒禁
𤻏,⿸疒毁
𤻐,⿸疒歆
𤻑,⿸疒廉
𤻒,⿸疒碎
𤻓,⿰其病
𤻔,⿸疒著
𤻕,⿸疒維
𤻖,⿸疒鼻
𤻗,⿸疒㬎
𤻘,⿸疒㥯
𤻙,⿸疒蒦
𤻚,⿸疒𰮫
𤻛,⿸疒截
𤻜,⿸疒蓋
𤻝,⿸疒寧
𤻞,⿸疒爾
𤻟,⿸疒夢
𤻠,⿸疒⿱廿𬟺
𤻡,⿸疒臺
𤻢,⿸疒⿰医⿱㕣又
𤻣,⿸疒⿱⿻丄𠈌日
𤻤,⿱丶𠘟
𤻥,⿸疒管
𤻦,⿸疒⿰息戈
𤻧,⿸疒槃
𤻨,⿸疒端
𤻩,⿸疒熊
𤻪,⿸疒需
𤻫,⿸疒對
𤻬,⿸疒辣
𤻭,⿸疒語
𤻮,⿸𤸰心
𤻯,⿸疒⿱臼成
𤻰,⿸疒⿳卝土⿳亽日厶
𤻱,⿸疒慮
𤻲,⿸疒樂
𤻳,⿸疒磊
𤻴,⿸疒滕
𤻵,⿸疒𢧵
𤻶,⿸疒編
𤻷,⿸疒盤
𤻸,⿸疒𢀩
𤻹,⿸疒𧍣
𤻺,⿸疒數
𤻻,⿸疒蔑
𤻼,⿸疒魯
𤻽,⿸疒齒
𤻾,⿸疒彈
𤻿,⿸疒㮣
𤼀,⿸疒穌
𤼁,⿸疒瞢
𤼂,⿸疒憲
𤼃,⿸疒龍
𤼄,⿸疒⿱⿴𦥑丙文
𤼅,⿸疒器
𤼆,⿸疒縢
𤼇,⿸疒⿰⿱龷侖犬
𤼈,⿸疒興
𤼉,⿸疒憨
𤼊,⿸疒䝿
𤼋,⿸疒韱
𤼌,⿸疒翼
𤼍,⿸痳香
𤼎,⿸疒𥂮
𤼏,⿸疒歛
𤼐,⿸疒雚
𤼑,⿸痳骨
𤼒,⿸疒巂
𤼓,⿸疒藍
